soma_joinid	citation	collection_id	collection_name	collection_doi	collection_doi_label	dataset_id	dataset_version_id	dataset_title	dataset_h5ad_path	dataset_total_cell_count
764	Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/a19f01e7-527e-4b21-b805-998798d9cdd2.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443	283d65eb-dd53-496d-adb7-7570c7caa443	Human Brain Cell Atlas v1.0	10.1126/science.add7046	Siletti et al. (2023) Science	64767efb-49b0-4562-a1bd-e619a5d9db41	a19f01e7-527e-4b21-b805-998798d9cdd2	Dissection: Hypothalamus (HTH) - preoptic region of HTH - HTHpo	64767efb-49b0-4562-a1bd-e619a5d9db41.h5ad	14979
765	Publication: https://doi.org/10.1038/s41591-018-0269-2 Dataset Version: https://datasets.cellxgene.cziscience.com/95158740-539b-4325-a3ac-5ddd91301bce.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/2a0b02c0-fea6-47bd-92b9-9b03f5d2580c	2a0b02c0-fea6-47bd-92b9-9b03f5d2580c	Single cell dissection of plasma cell heterogeneity in symptomatic and asymptomatic myeloma	10.1038/s41591-018-0269-2	Ledergor et al. (2018) Nat Med	e22482ee-19e8-40bc-9f6e-541dc3c82c20	95158740-539b-4325-a3ac-5ddd91301bce	All cells	e22482ee-19e8-40bc-9f6e-541dc3c82c20.h5ad	54753
766	Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/904acfab-c136-4556-aeba-cf824ee08fa3.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443	283d65eb-dd53-496d-adb7-7570c7caa443	Human Brain Cell Atlas v1.0	10.1126/science.add7046	Siletti et al. (2023) Science	f20f44ef-a0d4-4d94-87de-037fd47141f0	904acfab-c136-4556-aeba-cf824ee08fa3	Dissection: Hypothalamus (HTH) - mammillary region of HTH (HTHma) - tuberal region of HTH - HTHtub	f20f44ef-a0d4-4d94-87de-037fd47141f0.h5ad	18728
767	Publication: https://doi.org/10.1038/s41588-021-00972-2 Dataset Version: https://datasets.cellxgene.cziscience.com/3fbaf6dc-97a9-49c7-a3f1-6f99a668c51b.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/32f2fd23-ec74-486f-9544-e5b2f41725f5	32f2fd23-ec74-486f-9544-e5b2f41725f5	Mapping the temporal and spatial dynamics of the human endometrium in vivo and in vitro	10.1038/s41588-021-00972-2	Garcia-Alonso et al. (2021) Nat Genet	968885c5-b652-48d9-9006-c34b5fc1c07a	3fbaf6dc-97a9-49c7-a3f1-6f99a668c51b	Non-pregnant Uterus (Endometrium - Epithelial)	968885c5-b652-48d9-9006-c34b5fc1c07a.h5ad	10729
768	Publication: https://doi.org/10.1016/j.isci.2021.103115 Dataset Version: https://datasets.cellxgene.cziscience.com/e9a2cccd-4111-45d2-943a-dd688a174c5e.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/b9fc3d70-5a72-4479-a046-c2cc1ab19efc	b9fc3d70-5a72-4479-a046-c2cc1ab19efc	A Web Portal and Workbench for Biological Dissection of Single Cell COVID-19 Host Responses	10.1016/j.isci.2021.103115	Jin et al. (2021) iScience	055ca631-6ffb-40de-815e-b931e10718c0	e9a2cccd-4111-45d2-943a-dd688a174c5e	Individual Single-Cell RNA-seq PBMC Data from Wilk et al.	055ca631-6ffb-40de-815e-b931e10718c0.h5ad	41305
769	Publication: https://doi.org/10.1101/2024.01.23.576878 Dataset Version: https://datasets.cellxgene.cziscience.com/80eebdc9-5376-4bd6-bd77-a036fefc4004.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/14dc301f-d4fb-4743-a590-aa88d5f1df1a	14dc301f-d4fb-4743-a590-aa88d5f1df1a	Integrative single-cell multi-omics of CD19-CARpos and CARneg T cells suggest drivers of immunotherapy response in B-ALL	10.1101/2024.01.23.576878	Guerrero-Murillo et al. (2024) bioRxiv	460dfe21-0550-4521-92fe-db0f3036d8b0	80eebdc9-5376-4bd6-bd77-a036fefc4004	CD19-CARpos and CARneg T cells	460dfe21-0550-4521-92fe-db0f3036d8b0.h5ad	18122
770	Publication: https://doi.org/10.1016/j.ccell.2022.11.001 Dataset Version: https://datasets.cellxgene.cziscience.com/8e088e30-cb0e-4675-9782-f6d8c4a13152.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/f7cecffa-00b4-4560-a29a-8ad626b8ee08	f7cecffa-00b4-4560-a29a-8ad626b8ee08	Mapping single-cell transcriptomes in the intra-tumoral and associated territories of kidney cancer	10.1016/j.ccell.2022.11.001	Li et al. (2022) Cancer Cell	0671c0d4-f233-4cd3-a0d6-9a6b747bdd98	8e088e30-cb0e-4675-9782-f6d8c4a13152	6800STDY12499406	0671c0d4-f233-4cd3-a0d6-9a6b747bdd98.h5ad	4992
771	Publication: https://doi.org/10.1111/cas.15979 Dataset Version: https://datasets.cellxgene.cziscience.com/425c186b-4676-4c72-ad07-e36f5df8a420.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/1a3b0b02-e68d-4855-9ec8-c5b13703f052	1a3b0b02-e68d-4855-9ec8-c5b13703f052	Single-cell transcriptomic analysis of gingivo-buccal oral cancer reveals two dominant cellular programs	10.1111/cas.15979	Kurkalang et al. (2023) Cancer Science	55ca4411-8c7d-4aef-a572-50852e030c05	425c186b-4676-4c72-ad07-e36f5df8a420	ALL- Cells of gingivo-buccal oral squamous cell carcinoma	55ca4411-8c7d-4aef-a572-50852e030c05.h5ad	28186
772	Publication: https://doi.org/10.3389/fcvm.2020.00052 Dataset Version: https://datasets.cellxgene.cziscience.com/9bd2f447-170c-4694-8a65-a6b4c6e8cdad.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/9c8808ce-1138-4dbe-818c-171cff10e650	9c8808ce-1138-4dbe-818c-171cff10e650	A single-cell transcriptional roadmap of the mouse and human lymph node lymphatic vasculature	10.3389/fcvm.2020.00052	Xiang et al. (2020) Front. Cardiovasc. Med.	cfa3c355-ee77-4fc8-9a00-78e61d23024c	9bd2f447-170c-4694-8a65-a6b4c6e8cdad	A Single-Cell Transcriptional Roadmap of the Mouse and Human Lymph Node Lymphatic Vasculature - human	cfa3c355-ee77-4fc8-9a00-78e61d23024c.h5ad	4355
773	Publication: https://doi.org/10.1038/s41586-020-2496-1 Dataset Version: https://datasets.cellxgene.cziscience.com/0f660c9d-04ba-4828-971a-a5cab1edb17b.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/0b9d8a04-bb9d-44da-aa27-705bb65b54eb	0b9d8a04-bb9d-44da-aa27-705bb65b54eb	Tabula Muris Senis	10.1038/s41586-020-2496-1	The Tabula Muris Consortium et al. (2020) Nature	1efd4700-87dd-4b45-8762-11ba3fea7a65	0f660c9d-04ba-4828-971a-a5cab1edb17b	Heart - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse - Smart-seq2	1efd4700-87dd-4b45-8762-11ba3fea7a65.h5ad	9669
774	Publication: https://doi.org/10.1073/pnas.2313326120 Dataset Version: https://datasets.cellxgene.cziscience.com/3f08abc9-c14d-454e-a2eb-31ad740e83e7.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/34f12de7-c5e5-4813-a136-832677f98ac8	34f12de7-c5e5-4813-a136-832677f98ac8	Multi-scale spatial mapping of cell populations across anatomical sites in healthy human skin and basal cell carcinoma	10.1073/pnas.2313326120	Ganier et al. (2024) Proc. Natl. Acad. Sci. U.S.A.	1d7ac406-9c5f-4537-a169-b6e8fab8b6f2	3f08abc9-c14d-454e-a2eb-31ad740e83e7	Visium spatial - face_nose_A_b	1d7ac406-9c5f-4537-a169-b6e8fab8b6f2.h5ad	4992
775	Publication: https://doi.org/10.1038/s41588-021-00911-1 Dataset Version: https://datasets.cellxgene.cziscience.com/4dd46223-8dd7-4d67-a442-bb7cbd13a573.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/dea97145-f712-431c-a223-6b5f565f362a	dea97145-f712-431c-a223-6b5f565f362a	A single-cell and spatially resolved atlas of human breast cancers	10.1038/s41588-021-00911-1	Wu et al. (2021) Nat Genet	80466231-7133-4097-88ae-40cb6cce1a33	4dd46223-8dd7-4d67-a442-bb7cbd13a573	CID4465	80466231-7133-4097-88ae-40cb6cce1a33.h5ad	4992
776	Publication: https://doi.org/10.1038/s41588-021-00911-1 Dataset Version: https://datasets.cellxgene.cziscience.com/1293e631-bd9f-4f8f-b129-24e1024d3b91.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/dea97145-f712-431c-a223-6b5f565f362a	dea97145-f712-431c-a223-6b5f565f362a	A single-cell and spatially resolved atlas of human breast cancers	10.1038/s41588-021-00911-1	Wu et al. (2021) Nat Genet	a6b0f655-820c-4082-98e2-42f33c2a71a7	1293e631-bd9f-4f8f-b129-24e1024d3b91	CID44971	a6b0f655-820c-4082-98e2-42f33c2a71a7.h5ad	4992
777	Publication: https://doi.org/10.1038/s41588-021-00911-1 Dataset Version: https://datasets.cellxgene.cziscience.com/6714e427-ece9-41de-991c-285c808d88be.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/dea97145-f712-431c-a223-6b5f565f362a	dea97145-f712-431c-a223-6b5f565f362a	A single-cell and spatially resolved atlas of human breast cancers	10.1038/s41588-021-00911-1	Wu et al. (2021) Nat Genet	6f0858c0-c590-4740-b022-c152e7608d66	6714e427-ece9-41de-991c-285c808d88be	CID4535	6f0858c0-c590-4740-b022-c152e7608d66.h5ad	4992
778	Publication: https://doi.org/10.1073/pnas.2313326120 Dataset Version: https://datasets.cellxgene.cziscience.com/ffd77932-3088-46b8-a6a0-df2b8c0a4c89.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/34f12de7-c5e5-4813-a136-832677f98ac8	34f12de7-c5e5-4813-a136-832677f98ac8	Multi-scale spatial mapping of cell populations across anatomical sites in healthy human skin and basal cell carcinoma	10.1073/pnas.2313326120	Ganier et al. (2024) Proc. Natl. Acad. Sci. U.S.A.	32eb45ed-d970-4f34-8ad1-7a88e8ee6ce1	ffd77932-3088-46b8-a6a0-df2b8c0a4c89	Visium spatial - body_back_A_a	32eb45ed-d970-4f34-8ad1-7a88e8ee6ce1.h5ad	4992
779	Publication: https://doi.org/10.1016/j.devcel.2020.11.010 Dataset Version: https://datasets.cellxgene.cziscience.com/518edb4f-1e86-4af3-99e4-0a599a94e9fe.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/17481d16-ee44-49e5-bcf0-28c0780d8c4a	17481d16-ee44-49e5-bcf0-28c0780d8c4a	Single-Cell Sequencing of Developing Human Gut Reveals Transcriptional Links to Childhood Crohn’s Disease	10.1016/j.devcel.2020.11.010	Elmentaite et al. (2020) Developmental Cell	8e47ed12-c658-4252-b126-381df8d52a3d	518edb4f-1e86-4af3-99e4-0a599a94e9fe	Paediatric Human Gut (4-14y)	8e47ed12-c658-4252-b126-381df8d52a3d.h5ad	22502
780	Publication: https://doi.org/10.1126/science.adf1226 Dataset Version: https://datasets.cellxgene.cziscience.com/a6827613-dd1f-4811-a823-d920b972fc86.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/4d8fed08-2d6d-4692-b5ea-464f1d072077	4d8fed08-2d6d-4692-b5ea-464f1d072077	Comprehensive cell atlas of the first-trimester developing human brain	10.1126/science.adf1226	Braun et al. (2023) Science	ea251de5-c764-4f7c-add0-8141b1061faf	a6827613-dd1f-4811-a823-d920b972fc86	ClassFibroblast	ea251de5-c764-4f7c-add0-8141b1061faf.h5ad	19161
781	Publication: https://doi.org/10.1126/sciimmunol.abe6291 Dataset Version: https://datasets.cellxgene.cziscience.com/70d6e07b-25ef-4ebf-becb-2eb79831ef97.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/3a2af25b-2338-4266-aad3-aa8d07473f50	3a2af25b-2338-4266-aad3-aa8d07473f50	Single-cell analysis of human B cell maturation predicts how antibody class switching shapes selection dynamics	10.1126/sciimmunol.abe6291	King et al. (2021) Sci. Immunol.	482954b2-0456-4901-b379-b62f99c0ab2d	70d6e07b-25ef-4ebf-becb-2eb79831ef97	Human tonsil B cells scRNA	482954b2-0456-4901-b379-b62f99c0ab2d.h5ad	25728
782	Publication: https://doi.org/10.1038/s41586-023-06806-x Dataset Version: https://datasets.cellxgene.cziscience.com/5a26422b-5766-44e6-a74f-163bbb502342.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/4fefa187-5d14-4f1e-915b-c892ed320aab	4fefa187-5d14-4f1e-915b-c892ed320aab	A human embryonic limb cell atlas resolved in space and time	10.1038/s41586-023-06806-x	Zhang et al. (2023) Nature	613e528c-0c6a-4b5d-a269-5bdbafa8794a	5a26422b-5766-44e6-a74f-163bbb502342	PCW7.0 WSSS_THYst9699523	613e528c-0c6a-4b5d-a269-5bdbafa8794a.h5ad	4992
783	Publication: https://doi.org/10.1186/s40478-023-01568-z Dataset Version: https://datasets.cellxgene.cziscience.com/9a34ed7d-7f82-463b-8e5b-75cc575b0203.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/9d63fcf1-5ca0-4006-8d8f-872f3327dbe9	9d63fcf1-5ca0-4006-8d8f-872f3327dbe9	Brain matters: Unveiling the Distinct Contributions of Region, Age, and Sex to Glia diversity and CNS Function	10.1186/s40478-023-01568-z	Seeker et al. (2023) acta neuropathol commun	12194ced-8086-458e-84a8-e2ab935d8db1	9a34ed7d-7f82-463b-8e5b-75cc575b0203	white matter - oligodendroglia	12194ced-8086-458e-84a8-e2ab935d8db1.h5ad	21968
784	Publication: https://doi.org/10.1038/s41586-022-05060-x Dataset Version: https://datasets.cellxgene.cziscience.com/9a837652-62c0-45d6-b1fd-7adad40b1f08.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8191c283-0816-424b-9b61-c3e1d6258a77	8191c283-0816-424b-9b61-c3e1d6258a77	Spatial multi-omic map of human myocardial infarction	10.1038/s41586-022-05060-x	Kuppe et al. (2022) Nature	fcfd30bb-8367-490f-b5e0-7dcb69ea83f4	9a837652-62c0-45d6-b1fd-7adad40b1f08	IZ_P16 (ACH0016)-Spatial multi-omic map of human myocardial infarction	fcfd30bb-8367-490f-b5e0-7dcb69ea83f4.h5ad	4992
785	Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/5e8ec2cb-d79f-423b-9a9e-7b25bbd14605.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443	283d65eb-dd53-496d-adb7-7570c7caa443	Human Brain Cell Atlas v1.0	10.1126/science.add7046	Siletti et al. (2023) Science	c4dd26a8-d956-4bee-a233-44b573f2ce27	5e8ec2cb-d79f-423b-9a9e-7b25bbd14605	Dissection: Body of hippocampus (HiB) - Rostral CA1-2	c4dd26a8-d956-4bee-a233-44b573f2ce27.h5ad	11265
786	Publication: https://doi.org/10.1038/s41586-024-07069-w Dataset Version: https://datasets.cellxgene.cziscience.com/e853d5a1-644d-415d-9c48-2e4aead04cd1.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/45d5d2c3-bc28-4814-aed6-0bb6f0e11c82	45d5d2c3-bc28-4814-aed6-0bb6f0e11c82	A single-cell transcriptional timelapse of mouse embryonic development, from gastrula to pup	10.1038/s41586-024-07069-w	Qiu et al. (2024) Nature	a50a1f5e-3f8b-42b2-a3b9-d068b0309298	e853d5a1-644d-415d-9c48-2e4aead04cd1	Major cell cluster: Megakaryocytes	a50a1f5e-3f8b-42b2-a3b9-d068b0309298.h5ad	15129
787	Publication: https://doi.org/10.1038/s41586-022-05060-x Dataset Version: https://datasets.cellxgene.cziscience.com/af9d943a-bc3b-4466-8cbb-520704c8f34c.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/8191c283-0816-424b-9b61-c3e1d6258a77	8191c283-0816-424b-9b61-c3e1d6258a77	Spatial multi-omic map of human myocardial infarction	10.1038/s41586-022-05060-x	Kuppe et al. (2022) Nature	0fe5eed4-bcbc-4c00-a388-00bc1455a9b7	af9d943a-bc3b-4466-8cbb-520704c8f34c	IZ_P15 (ACH0015)-Spatial multi-omic map of human myocardial infarction	0fe5eed4-bcbc-4c00-a388-00bc1455a9b7.h5ad	4992
788	Publication: https://doi.org/10.1038/s41591-020-0944-y Dataset Version: https://datasets.cellxgene.cziscience.com/9fd987e8-bf5f-42a1-ba2e-20d0b7b36228.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/a72afd53-ab92-4511-88da-252fb0e26b9a	a72afd53-ab92-4511-88da-252fb0e26b9a	Single-cell atlas of peripheral immune response to SARS-CoV-2 infection	10.1038/s41591-020-0944-y	Wilk et al. (2020) Nat Med	456e8b9b-f872-488b-871d-94534090a865	9fd987e8-bf5f-42a1-ba2e-20d0b7b36228	Single-cell atlas of peripheral immune response to SARS-CoV-2 infection	456e8b9b-f872-488b-871d-94534090a865.h5ad	44721
789	Publication: https://doi.org/10.1038/s41586-023-06806-x Dataset Version: https://datasets.cellxgene.cziscience.com/c7ae9413-f41f-42bc-9e2a-68d46ad80e1b.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/4fefa187-5d14-4f1e-915b-c892ed320aab	4fefa187-5d14-4f1e-915b-c892ed320aab	A human embryonic limb cell atlas resolved in space and time	10.1038/s41586-023-06806-x	Zhang et al. (2023) Nature	254ecc3e-57cd-4f1e-8bdf-1b682cc2d309	c7ae9413-f41f-42bc-9e2a-68d46ad80e1b	PCW8.1 WSSS_THYst9383359	254ecc3e-57cd-4f1e-8bdf-1b682cc2d309.h5ad	4992
790	Publication: https://doi.org/10.1016/j.cell.2019.06.029 Dataset Version: https://datasets.cellxgene.cziscience.com/245bc530-3e75-432d-8681-1624c0ce37e6.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/33d19f34-87f5-455b-8ca5-9023a2e5453d	33d19f34-87f5-455b-8ca5-9023a2e5453d	Intra- and Inter-cellular Rewiring of the Human Colon during Ulcerative Colitis	10.1016/j.cell.2019.06.029	Smillie et al. (2019) Cell	4dd00779-7f73-4f50-89bb-e2d3c6b71b18	245bc530-3e75-432d-8681-1624c0ce37e6	Intra- and Inter-cellular Rewiring of the Human Colon during Ulcerative Colitis	4dd00779-7f73-4f50-89bb-e2d3c6b71b18.h5ad	34772
791	Publication: https://doi.org/10.1016/j.celrep.2018.11.086 Dataset Version: https://datasets.cellxgene.cziscience.com/23415a3d-8c8b-417c-bc67-dfbbd5800d6d.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/e2a4a67f-6a18-431a-ab9c-6e77dd31cc80	e2a4a67f-6a18-431a-ab9c-6e77dd31cc80	A Cellular Anatomy of the Normal Adult Human Prostate and Prostatic Urethra	10.1016/j.celrep.2018.11.086	Henry et al. (2018) Cell Reports	c3fe3c1e-5bf8-4678-b74a-79899243ad41	23415a3d-8c8b-417c-bc67-dfbbd5800d6d	A Cellular Anatomy of the Normal Adult Human Prostate and Prostatic Urethra - All Human Cells	c3fe3c1e-5bf8-4678-b74a-79899243ad41.h5ad	28702
792	Publication: https://doi.org/10.1038/s41586-020-2496-1 Dataset Version: https://datasets.cellxgene.cziscience.com/c963a1f7-f6f7-4140-844b-fa49eb4fe712.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/0b9d8a04-bb9d-44da-aa27-705bb65b54eb	0b9d8a04-bb9d-44da-aa27-705bb65b54eb	Tabula Muris Senis	10.1038/s41586-020-2496-1	The Tabula Muris Consortium et al. (2020) Nature	c08f8441-4a10-4748-872a-e70c0bcccdba	c963a1f7-f6f7-4140-844b-fa49eb4fe712	Brain myeloid cells - A single-cell transcriptomic atlas characterizes ageing tissues in the mouse - Smart-seq2	c08f8441-4a10-4748-872a-e70c0bcccdba.h5ad	13417
793	Publication: https://doi.org/10.1038/s41586-023-06311-1 Dataset Version: https://datasets.cellxgene.cziscience.com/31115c85-2c50-4b2a-a10b-ac61a62d3770.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/3116d060-0a8e-4767-99bb-e866badea1ed	3116d060-0a8e-4767-99bb-e866badea1ed	Spatially resolved multiomics of human cardiac niches	10.1038/s41586-023-06311-1	Kanemaru et al. (2023) Nature	2ba63296-1a3d-4469-814e-ed9708e6c104	31115c85-2c50-4b2a-a10b-ac61a62d3770	Visium spatial - HCAHeartST9341982 (OCT)	2ba63296-1a3d-4469-814e-ed9708e6c104.h5ad	4992
794	Publication: https://doi.org/10.1073/pnas.2313326120 Dataset Version: https://datasets.cellxgene.cziscience.com/3f2ddc14-e8af-42e7-b259-6ab7cdc0abb3.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/34f12de7-c5e5-4813-a136-832677f98ac8	34f12de7-c5e5-4813-a136-832677f98ac8	Multi-scale spatial mapping of cell populations across anatomical sites in healthy human skin and basal cell carcinoma	10.1073/pnas.2313326120	Ganier et al. (2024) Proc. Natl. Acad. Sci. U.S.A.	663747ff-d8e4-4f5f-a5ed-a63c4332cb05	3f2ddc14-e8af-42e7-b259-6ab7cdc0abb3	Visium spatial - face_cheek_A	663747ff-d8e4-4f5f-a5ed-a63c4332cb05.h5ad	4992
795	Publication: https://doi.org/10.1038/s41586-023-06311-1 Dataset Version: https://datasets.cellxgene.cziscience.com/7027345d-bacb-4eb7-b8bf-7a329f23b9a3.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/3116d060-0a8e-4767-99bb-e866badea1ed	3116d060-0a8e-4767-99bb-e866badea1ed	Spatially resolved multiomics of human cardiac niches	10.1038/s41586-023-06311-1	Kanemaru et al. (2023) Nature	fe5b3268-ddd8-415a-9432-f1f95bfdb500	7027345d-bacb-4eb7-b8bf-7a329f23b9a3	Visium spatial - HCAHeartST13233999 (OCT)	fe5b3268-ddd8-415a-9432-f1f95bfdb500.h5ad	4992
796	Publication: https://doi.org/10.1073/pnas.2313326120 Dataset Version: https://datasets.cellxgene.cziscience.com/abb4d2e1-5f75-4c53-96e6-67c3826a2653.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/34f12de7-c5e5-4813-a136-832677f98ac8	34f12de7-c5e5-4813-a136-832677f98ac8	Multi-scale spatial mapping of cell populations across anatomical sites in healthy human skin and basal cell carcinoma	10.1073/pnas.2313326120	Ganier et al. (2024) Proc. Natl. Acad. Sci. U.S.A.	6e9e3264-02e1-455a-840b-4fbcee132ae7	abb4d2e1-5f75-4c53-96e6-67c3826a2653	Visium spatial - body_breast_A	6e9e3264-02e1-455a-840b-4fbcee132ae7.h5ad	4992
797	Publication: https://doi.org/10.1016/j.devcel.2022.07.004 Dataset Version: https://datasets.cellxgene.cziscience.com/ef840301-8bdb-44e0-8dd9-051536c017e2.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/af286675-7167-4816-a907-c72d41b73d37	af286675-7167-4816-a907-c72d41b73d37	Single-cell and spatial mapping Identify cell types and signaling Networks in the human ureter	10.1016/j.devcel.2022.07.004	Fink et al. (2022) Developmental Cell	5467c340-864c-4810-86ef-647039c07148	ef840301-8bdb-44e0-8dd9-051536c017e2	Adult ureter urothelial subset	5467c340-864c-4810-86ef-647039c07148.h5ad	13544
798	Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/09be5ecd-dcba-40b6-8247-7d75bdac858e.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443	283d65eb-dd53-496d-adb7-7570c7caa443	Human Brain Cell Atlas v1.0	10.1126/science.add7046	Siletti et al. (2023) Science	bac09168-940b-4b11-8d55-b4955f80b98d	09be5ecd-dcba-40b6-8247-7d75bdac858e	Dissection: Head of hippocampus (HiH) - Uncal CA2-CA3	bac09168-940b-4b11-8d55-b4955f80b98d.h5ad	12461
799	Publication: https://doi.org/10.1016/j.celrep.2022.111838 Dataset Version: https://datasets.cellxgene.cziscience.com/27b339c6-1ab3-4edd-a9f0-22dcab0c03ae.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/d36ca85c-3e8b-444c-ba3e-a645040c6185	d36ca85c-3e8b-444c-ba3e-a645040c6185	A molecular atlas of the human postmenopausal fallopian tube and ovary from single-cell RNA and ATAC sequencing	10.1016/j.celrep.2022.111838	Lengyel et al. (2022) Cell Reports	d1207c81-7309-43a7-a5a0-f4283670b62b	27b339c6-1ab3-4edd-a9f0-22dcab0c03ae	Ovary RNA	d1207c81-7309-43a7-a5a0-f4283670b62b.h5ad	26134
800	Publication: https://doi.org/10.1038/s41586-021-03929-x Dataset Version: https://datasets.cellxgene.cziscience.com/8b5928a1-ad30-43f8-a4db-66baf6e6430a.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/793fdaec-5067-428a-a9db-ecefe135c945	793fdaec-5067-428a-a9db-ecefe135c945	Blood and immune development in human fetal bone marrow and Down syndrome	10.1038/s41586-021-03929-x	Jardine et al. (2021) Nature	86282760-5099-4c71-8cdd-412dcbbbd0b9	8b5928a1-ad30-43f8-a4db-66baf6e6430a	Fetal Bone Marrow (10x) - Down Syndrome	86282760-5099-4c71-8cdd-412dcbbbd0b9.h5ad	16743
801	Publication: https://doi.org/10.1126/science.add7046 Dataset Version: https://datasets.cellxgene.cziscience.com/1465f029-894c-44bb-bdd1-46607ef97bdc.h5ad curated and distributed by CZ CELLxGENE Discover in Collection: https://cellxgene.cziscience.com/collections/283d65eb-dd53-496d-adb7-7570c7caa443	283d65eb-dd53-496d-adb7-7570c7caa443	Human Brain Cell Atlas v1.0	10.1126/science.add7046	Siletti et al. (2023) Science	f3565fda-499a-4d20-bd92-563c09954c42	1465f029-894c-44bb-bdd1-46607ef97bdc	Dissection: Pons (Pn) - Pontine reticular formation (PnRF) - parabrachial nuclei - PB	f3565fda-499a-4d20-bd92-563c09954c42.h5ad	24155
